dataset,p,component_1,component_2
QQQ,1,0.81041025,0.18958975
QQQ,1,0.17533417,0.82466583
QQQ,1,0.99999714,0.00000286
QQQ,1,0.13561341,0.86438659
QQQ,1,0.97581401,0.02418599
QQQ,1,0.39854160,0.60145840
QQQ,1,0.99832405,0.00167595
QQQ,1,0.21166341,0.78833659
QQQ,1,0.97414373,0.02585627
QQQ,1,0.14642243,0.85357757
QQQ,1,0.99956863,0.00043137
QQQ,1,0.17199739,0.82800261
QQQ,1,0.23057961,0.76942039
QQQ,1,1.00000000,0.00000000
QQQ,1,0.90952115,0.09047885
QQQ,1,0.50808895,0.49191105
QQQ,1,0.99256600,0.00743400
QQQ,1,0.94398110,0.05601890
QQQ,1,0.99998005,0.00001995
QQQ,1,0.14642220,0.85357780
QQQ,1,0.99324355,0.00675645
QQQ,1,0.17749188,0.82250812
QQQ,1,0.42235876,0.57764124
QQQ,1,0.16651262,0.83348738
QQQ,1,0.12945229,0.87054771
QQQ,1,1.00000000,0.00000000
QQQ,1,0.28732710,0.71267290
QQQ,1,0.34025910,0.65974090
QQQ,1,0.13487757,0.86512243
QQQ,1,0.79761707,0.20238293
QQQ,1,0.99978800,0.00021200
QQQ,1,1.00000000,0.00000000
QQQ,1,0.12541865,0.87458135
QQQ,1,0.13855729,0.86144271
QQQ,1,0.37224247,0.62775753
QQQ,1,1.00000000,0.00000000
QQQ,1,0.72208200,0.27791800
QQQ,1,0.17034928,0.82965072
QQQ,1,0.89086127,0.10913873
QQQ,1,0.15482734,0.84517266
QQQ,1,0.66884790,0.33115210
QQQ,1,0.99931012,0.00068988
QQQ,1,0.55137445,0.44862555
QQQ,1,0.99999994,0.00000006
QQQ,1,0.71758178,0.28241822
QQQ,1,0.31415553,0.68584447
QQQ,1,0.99971875,0.00028125
QQQ,1,0.19323736,0.80676264
QQQ,1,0.98159574,0.01840426
QQQ,1,0.99909097,0.00090903
QQQ,1,0.12539846,0.87460154
QQQ,1,0.20691869,0.79308131
QQQ,1,0.12577224,0.87422776
QQQ,1,0.15948491,0.84051509
QQQ,1,0.99427434,0.00572566
QQQ,1,0.18380516,0.81619484
QQQ,1,0.13351561,0.86648439
QQQ,1,0.13071913,0.86928087
QQQ,1,0.91900460,0.08099540
QQQ,1,0.99994588,0.00005412
QQQ,1,0.12764076,0.87235924
QQQ,1,0.39562017,0.60437983
QQQ,1,0.83855197,0.16144803
QQQ,1,0.12504750,0.87495250
QQQ,1,0.99655225,0.00344775
QQQ,1,0.93220688,0.06779312
QQQ,1,0.14792819,0.85207181
QQQ,1,0.45428412,0.54571588
QQQ,1,0.99994370,0.00005630
