dataset,p,component_1,component_2
SPY,4,0.10594995,0.89405005
SPY,4,0.14132680,0.85867320
SPY,4,0.32097145,0.67902855
SPY,4,0.20901097,0.79098903
SPY,4,0.06840422,0.93159578
SPY,4,0.11919558,0.88080442
SPY,4,0.08240465,0.91759535
SPY,4,0.19562954,0.80437046
SPY,4,0.06879889,0.93120111
SPY,4,0.17384208,0.82615792
SPY,4,0.06961786,0.93038214
SPY,4,0.13307407,0.86692593
SPY,4,0.33937484,0.66062516
SPY,4,0.07889187,0.92110813
SPY,4,0.08653442,0.91346558
SPY,4,0.08374568,0.91625432
SPY,4,0.33613883,0.66386117
SPY,4,0.07678726,0.92321274
SPY,4,0.11807629,0.88192371
SPY,4,0.16624633,0.83375367
SPY,4,0.07467668,0.92532332
SPY,4,0.12390588,0.87609412
SPY,4,0.36647551,0.63352449
SPY,4,0.07387681,0.92612319
SPY,4,0.07157851,0.92842149
SPY,4,0.15361252,0.84638748
SPY,4,0.08113336,0.91886664
SPY,4,0.08600205,0.91399795
SPY,4,0.06817193,0.93182807
SPY,4,0.22547608,0.77452392
SPY,4,0.11245710,0.88754290
SPY,4,0.07418595,0.92581405
SPY,4,0.93844494,0.06155506
SPY,4,0.86368462,0.13631538
SPY,4,0.07297944,0.92702056
SPY,4,0.48703053,0.51296947
SPY,4,0.07132742,0.92867258
SPY,4,0.17984222,0.82015778
SPY,4,0.08394307,0.91605693
SPY,4,0.10194838,0.89805162
SPY,4,0.09615923,0.90384077
SPY,4,0.07644742,0.92355258
SPY,4,0.99646908,0.00353092
SPY,4,0.13143939,0.86856061
SPY,4,0.41180725,0.58819275
SPY,4,0.22029036,0.77970964
SPY,4,0.07271283,0.92728717
SPY,4,0.08359246,0.91640754
SPY,4,0.08423502,0.91576498
SPY,4,0.71222316,0.28777684
SPY,4,0.07357377,0.92642623
SPY,4,0.07760962,0.92239038
SPY,4,0.18034721,0.81965279
SPY,4,0.11927899,0.88072101
SPY,4,0.99442367,0.00557633
SPY,4,0.10820380,0.89179620
SPY,4,0.06816884,0.93183116
SPY,4,0.51256172,0.48743828
SPY,4,0.93965130,0.06034870
SPY,4,0.07141897,0.92858103
SPY,4,0.69637337,0.30362663
SPY,4,0.08271795,0.91728205
SPY,4,0.10274472,0.89725528
SPY,4,0.41459007,0.58540993
SPY,4,0.07132436,0.92867564
SPY,4,0.07034780,0.92965220
SPY,4,0.09833886,0.90166114
SPY,4,0.19608385,0.80391615
SPY,4,0.06933470,0.93066530
SPY,4,0.18207369,0.81792631
SPY,4,0.06850890,0.93149110
SPY,4,0.07478385,0.92521615
SPY,4,0.12119097,0.87880903
SPY,4,0.08304884,0.91695116
SPY,4,0.06827725,0.93172275
SPY,4,0.08620747,0.91379253
SPY,4,0.08905575,0.91094425
SPY,4,0.07553137,0.92446863
SPY,4,0.07528911,0.92471089
SPY,4,0.06948577,0.93051423
SPY,4,0.07467195,0.92532805
SPY,4,0.57737639,0.42262361
SPY,4,0.09891916,0.90108084
SPY,4,0.07753561,0.92246439
SPY,4,0.07332099,0.92667901
SPY,4,0.62597448,0.37402552
SPY,4,0.15288311,0.84711689
SPY,4,0.07004395,0.92995605
SPY,4,0.06849071,0.93150929
SPY,4,0.07251076,0.92748924
SPY,4,0.13759810,0.86240190
SPY,4,0.08937297,0.91062703
SPY,4,0.90526373,0.09473627
SPY,4,0.75540395,0.24459605
SPY,4,0.07933784,0.92066216
SPY,4,0.08541986,0.91458014
SPY,4,0.07229749,0.92770251
SPY,4,0.08693627,0.91306373
SPY,4,0.14935440,0.85064560
SPY,4,0.42729162,0.57270838
SPY,4,0.33650307,0.66349693
SPY,4,0.11026100,0.88973900
SPY,4,0.14179098,0.85820902
SPY,4,0.12877323,0.87122677
SPY,4,0.07540661,0.92459339
SPY,4,0.07421448,0.92578552
SPY,4,0.07511858,0.92488142
SPY,4,0.08313943,0.91686057
SPY,4,0.24641979,0.75358021
SPY,4,0.07353002,0.92646998
SPY,4,0.71964042,0.28035958
SPY,4,0.07038693,0.92961307
SPY,4,0.92689253,0.07310747
SPY,4,0.06967273,0.93032727
SPY,4,0.07932857,0.92067143
SPY,4,0.06820016,0.93179984
SPY,4,0.06817763,0.93182237
SPY,4,0.07352619,0.92647381
SPY,4,0.19272488,0.80727512
SPY,4,0.06823083,0.93176917
SPY,4,0.07495207,0.92504793
SPY,4,0.07113162,0.92886838
SPY,4,0.06881144,0.93118856
SPY,4,0.10948561,0.89051439
SPY,4,0.09329066,0.90670934
SPY,4,0.69327273,0.30672727
SPY,4,0.08125559,0.91874441
SPY,4,0.32795422,0.67204578
SPY,4,0.08253065,0.91746935
SPY,4,0.07105146,0.92894854
SPY,4,0.99110719,0.00889281
SPY,4,0.47656944,0.52343056
SPY,4,0.21461781,0.78538219
SPY,4,0.38025680,0.61974320
SPY,4,0.36133608,0.63866392
SPY,4,0.06876572,0.93123428
SPY,4,0.07497884,0.92502116
SPY,4,0.29868604,0.70131396
SPY,4,0.07529531,0.92470469
SPY,4,0.29852364,0.70147636
SPY,4,0.07010056,0.92989944
SPY,4,0.99406373,0.00593627
SPY,4,0.06958626,0.93041374
